model	evaluation	test_dataset	target_id	target_index	n	spearman	pearson	component
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	STAT3_Y705	1	55231	0.22221628978019226	0.3057778206944139	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	MAPK14_pSitePending	2	55231	0.042752447093253196	0.1222375637866682	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	CREB1_S133_ATF1_S63	5	55231	0.3279590703927815	0.3648780637006643	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	JUN_pSitePending	8	55231	0.3919198893945989	0.42877195854140593	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	LAT_Y226	9	55231	0.30775769718417	0.3243055050086441	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	LCP2_S376	10	55231	0.4726364554614749	0.5064038808668067	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	MAP2K1_S298	11	55231	0.1860300794198964	0.24737017060058933	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	MAPK14_pSitePending_D3F9	12	55231	0.5549994852689902	0.5812750061461512	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	RELA_pSitePending_93H1	18	55231	0.48249554968465347	0.5193080291201638	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	p-Rb	37	55231	0.4117347813533072	0.3541590174116881	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	HISTONE_H3_S28	46	55231	0.24308498527089928	0.23204929547758707	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	NFE2L2_S40	47	55231	0.6585733446763098	0.6800223297557656	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	AKT_S473	48	55231	0.05486937914764595	0.04194511664177087	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	EIF4EBP1_T37_T46	49	55231	0.31242446934259	0.16087021661098402	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	STAT6_Y641	50	55231	0.40292168713318366	0.4065023340617696	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	ZAP70_Y493	51	55231	0.2376433661390325	0.2312869665044148	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	LCK_Y505	52	55231	0.09627979374845737	0.13513901468509612	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	STAT5A_Y694	53	55231	0.18498984147579786	0.1693822683351469	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	PLCG1_Y783	54	55231	0.20704375146563422	0.2286433638540889	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	phospho_seq_blair_2025_phospho_multi	RPS6_pSitePending	0	1474	0.37855669707942285	0.3878587428741287	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	RPS6_pSitePending	0	1143			phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	MAPK14_pSitePending	2	1143			phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	AKT_pSitePending	3	1143	0.554395651201724	0.5326234375966927	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	p-Rb	37	1143			phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	p-p65	45	1143			phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	HISTONE_H3_S28	46	1143			phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	EIF4EBP1_T37_T46	49	1143			phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	CTNND1_T310	55	1143	0.7413836121129199	0.8057484425122482	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	PDPK1_S241	56	1143	0.5675121486533268	0.5957559819304996	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	MAP2K4_S257	57	1143	0.5729747260705579	0.6091069511539269	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	BTK_Y551	58	1143			phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	H2AFX_S139	59	1143			phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	NDRG1_T346	60	1143	0.630485062594448	0.7576483866411776	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	RPS6_pSitePending	0	30895	0.13622897556542904	0.0513383681173458	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	MAPK14_pSitePending	2	30895	0.12441288238970263	0.09859675312077257	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	AKT_pSitePending	3	30895	0.12421490883092677	0.1305288865252197	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	p-Rb	37	30895	0.1687457156673466	0.1922324809569065	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	p-p65	45	30895	0.12226238537276972	0.13311359715166865	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	HISTONE_H3_S28	46	30895	-0.004749718826270114	-0.002206891945990341	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	EIF4EBP1_T37_T46	49	30895	0.041424277112496334	0.041993861177325134	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	CTNND1_T310	55	30895	0.1584787151944788	0.1535884573753168	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	PDPK1_S241	56	30895	0.09246559509949043	0.0976699037736394	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	MAP2K4_S257	57	30895			phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	BTK_Y551	58	30895	0.05989846604863657	0.05746513536734811	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	H2AFX_S139	59	30895	0.11208084412400757	0.08072964762283946	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	NDRG1_T346	60	30895	0.09510653317614517	0.10100932794052234	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	STAT3_Y705	1	1053	0.4491633469554236	0.35822081455963023	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	FOS_S32	6	1177	0.08126796292889238	0.08009384531505122	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	MAPK1_MAPK3_T202_Y204	13	1177	0.1537839403745425	0.16725923833130976	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	RELA_S536	17	1053	0.26700676839680515	0.19005644313525188	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	RPS6_pSitePending	0	88743	0.22091352232346373	0.14621767692014476	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	STAT3_Y705	1	56284	0.19259279239402743	0.06689310948852431	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	MAPK14_pSitePending	2	87269	0.12032005334407578	0.14997518698383336	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	AKT_pSitePending	3	32038	0.15072844943172484	0.15420766049872198	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	CREB1_S133_ATF1_S63	5	55231	0.3311818460325967	0.3675366942553753	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	FOS_S32	6	1177	0.08126796292889238	0.08009384531505122	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	JUN_pSitePending	8	55231	0.3890152574185752	0.4255050342498008	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	LAT_Y226	9	55231	0.3054512843988874	0.32227156550240854	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	LCP2_S376	10	55231	0.4717873385542262	0.5053469152480722	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	MAP2K1_S298	11	55231	0.18264606826018318	0.24351976962377234	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	MAPK14_pSitePending_D3F9	12	55231	0.5478605001573597	0.5733149469912389	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	MAPK1_MAPK3_T202_Y204	13	1177	0.1537839403745425	0.16725923833130976	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	RELA_S536	17	1053	0.26700676839680515	0.19005644313525188	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	RELA_pSitePending_93H1	18	55231	0.46043489346199895	0.49622187579165733	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	p-Rb	37	87269	0.23638834506582473	0.10499439457460256	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	p-p65	45	32038	0.1522586000855	0.16365249646139524	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	HISTONE_H3_S28	46	87269	0.1493268866037444	0.04544854832596707	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	NFE2L2_S40	47	55231	0.6585733446763098	0.6800223297557656	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	AKT_S473	48	55231	0.05486937914764595	0.04194511664177087	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	EIF4EBP1_T37_T46	49	87269	0.2563268211868405	0.16418378408290935	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	STAT6_Y641	50	55231	0.40292168713318366	0.4065023340617696	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	ZAP70_Y493	51	55231	0.2376433661390325	0.2312869665044148	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	LCK_Y505	52	55231	0.09627979374845737	0.13513901468509612	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	STAT5A_Y694	53	55231	0.18498984147579786	0.1693822683351469	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	PLCG1_Y783	54	55231	0.20704375146563422	0.2286433638540889	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	CTNND1_T310	55	32038	0.19066888101527846	0.18917917500944453	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	PDPK1_S241	56	32038	0.08798242994198523	0.10193955660485077	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	MAP2K4_S257	57	32038	-0.10103184644584902	-0.026153350710663516	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	BTK_Y551	58	32038	0.07579739571301258	0.07266841561945186	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	H2AFX_S139	59	32038	0.1457485032829291	0.11216748537132296	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	NDRG1_T346	60	32038	0.08853040828920576	0.11401016896512872	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	RPS6_pSitePending	0	55231	0.31270268976103416	0.33498302393107826	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	STAT3_Y705	1	55231	0.21619295962246846	0.299168268937301	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	MAPK14_pSitePending	2	55231	0.043728958825502345	0.12327039620651498	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	CREB1_S133_ATF1_S63	5	55231	0.3311818460325967	0.3675366942553753	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	JUN_pSitePending	8	55231	0.3890152574185752	0.4255050342498008	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	LAT_Y226	9	55231	0.3054512843988874	0.32227156550240854	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	LCP2_S376	10	55231	0.4717873385542262	0.5053469152480722	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	MAP2K1_S298	11	55231	0.18264606826018318	0.24351976962377234	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	MAPK14_pSitePending_D3F9	12	55231	0.5478605001573597	0.5733149469912389	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	RELA_pSitePending_93H1	18	55231	0.46043489346199895	0.49622187579165733	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	p-Rb	37	55231	0.4132924655259538	0.3547310043894967	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	HISTONE_H3_S28	46	55231	0.24308498527089928	0.23204929547758707	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	NFE2L2_S40	47	55231	0.6585733446763098	0.6800223297557656	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	AKT_S473	48	55231	0.05486937914764595	0.04194511664177087	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	EIF4EBP1_T37_T46	49	55231	0.31242446934259	0.16087021661098402	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	STAT6_Y641	50	55231	0.40292168713318366	0.4065023340617696	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	ZAP70_Y493	51	55231	0.2376433661390325	0.2312869665044148	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	LCK_Y505	52	55231	0.09627979374845737	0.13513901468509612	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	STAT5A_Y694	53	55231	0.18498984147579786	0.1693822683351469	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	PLCG1_Y783	54	55231	0.20704375146563422	0.2286433638540889	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	phospho_seq_blair_2025_phospho_multi	RPS6_pSitePending	0	1474	0.37569587900373225	0.3879229045469794	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	RPS6_pSitePending	0	1143			protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	MAPK14_pSitePending	2	1143			protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	AKT_pSitePending	3	1143	0.5520506775367721	0.5291433789482852	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	p-Rb	37	1143			protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	p-p65	45	1143			protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	HISTONE_H3_S28	46	1143			protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	EIF4EBP1_T37_T46	49	1143			protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	CTNND1_T310	55	1143	0.7413836121129199	0.8057484425122482	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	PDPK1_S241	56	1143	0.5675121486533268	0.5957559819304996	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	MAP2K4_S257	57	1143	0.5729747260705579	0.6091069511539269	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	BTK_Y551	58	1143			protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	H2AFX_S139	59	1143			protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	NDRG1_T346	60	1143	0.630485062594448	0.7576483866411776	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	RPS6_pSitePending	0	30895	0.13623641988310786	0.05106329835643699	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	MAPK14_pSitePending	2	30895	0.1248259912738107	0.0993274724642402	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	AKT_pSitePending	3	30895	0.1362370624158991	0.14085556731281362	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	p-Rb	37	30895	0.17128950557706327	0.19423212752852448	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	p-p65	45	30895	0.12321000542461209	0.13400886647130075	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	HISTONE_H3_S28	46	30895	-0.004749718826270114	-0.002206891945990341	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	EIF4EBP1_T37_T46	49	30895	0.041424277112496334	0.041993861177325134	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	CTNND1_T310	55	30895	0.1584787151944788	0.1535884573753168	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	PDPK1_S241	56	30895	0.09246559509949043	0.0976699037736394	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	MAP2K4_S257	57	30895			protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	BTK_Y551	58	30895	0.05989846604863657	0.05746513536734811	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	H2AFX_S139	59	30895	0.11208084412400757	0.08072964762283946	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	NDRG1_T346	60	30895	0.09510653317614517	0.10100932794052234	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	STAT3_Y705	1	1053	0.443151227208485	0.3587972607981902	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	FOS_S32	6	1177	0.08126796292889238	0.08009384531505122	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	MAPK1_MAPK3_T202_Y204	13	1177	0.1537839403745425	0.16725923833130976	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	RELA_S536	17	1053	0.26700676839680515	0.19005644313525188	protein_plus_residual
